PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
FL,36740,"Orlando-Kissimmee-Sanford, FL",Web Developers,"62,130",1380,26.65%
UT,41620,"Salt Lake City, UT",Web Developers,"58,800",1318,26.90%
UT,41100,"St. George, UT",Web Developers,"49,060",1100,26.91%
WI,31540,"Madison, WI",Web Developers,"58,100",1315,27.16%
IL,14060,"Bloomington-Normal, IL",Web Developers,"60,220",1363,27.16%
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",Web Developers,"69,450",1580,27.30%
WA,45104,"Tacoma, WA Metropolitan Division",Web Developers,"68,550",1563,27.36%
CO,19740,"Denver-Aurora-Broomfield, CO",Web Developers,"65,960",1504,27.36%
TX,31180,"Lubbock, TX",Web Developers,"52,070",1195,27.54%
FL,38940,"Port St. Lucie, FL",Web Developers,"59,060",1356,27.55%
NH,76900,"Portsmouth, NH-ME",Web Developers,"67,840",1559,27.58%
LA,43340,"Shreveport-Bossier City, LA",Web Developers,"43,730",1005,27.58%
PR,41980,"San Juan-Caguas-Guaynabo, PR",Web Developers,"38,010",877,27.69%
CA,46700,"Vallejo-Fairfield, CA",Web Developers,"78,950",1824,27.72%
TX,17780,"College Station-Bryan, TX",Web Developers,"45,030",1052,28.03%
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",Web Developers,"106,580",2503,28.18%
CA,33700,"Modesto, CA",Web Developers,"60,100",1418,28.31%
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Web Developers,"44,700",1064,28.56%
NJ,35084,"Newark-Union, NJ-PA Metropolitan Division",Web Developers,"73,430",1752,28.63%
NJ,45940,"Trenton-Ewing, NJ",Web Developers,"70,880",1705,28.87%
NV,29820,"Las Vegas-Paradise, NV",Web Developers,"63,440",1530,28.94%
PA,29540,"Lancaster, PA",Web Developers,"51,300",1245,29.12%
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division",Web Developers,"57,690",1405,29.23%
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Web Developers,"63,870",1562,29.35%
WA,36500,"Olympia, WA",Web Developers,"58,710",1436,29.35%
CA,23420,"Fresno, CA",Web Developers,"50,300",1234,29.44%
NH,74950,"Manchester, NH",Web Developers,"56,700",1395,29.52%
FL,36100,"Ocala, FL",Web Developers,"45,850",1129,29.55%
CA,41500,"Salinas, CA",Web Developers,"77,930",1928,29.69%
AL,46220,"Tuscaloosa, AL",Web Developers,"44,000",1090,29.73%
CA,40140,"Riverside-San Bernardino-Ontario, CA",Web Developers,"63,820",1582,29.75%
CT,76450,"Norwich-New London, CT-RI",Web Developers,"56,960",1412,29.75%
AZ,46060,"Tucson, AZ",Web Developers,"50,420",1251,29.77%
MO,44180,"Springfield, MO",Web Developers,"41,180",1022,29.78%
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division",Web Developers,"66,060",1642,29.83%
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division",Web Developers,"79,140",1970,29.87%
MS,25060,"Gulfport-Biloxi, MS",Web Developers,"45,670",1137,29.88%
WI,20740,"Eau Claire, WI",Web Developers,"46,630",1163,29.93%
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Web Developers,"84,990",2127,30.03%
FL,34940,"Naples-Marco Island, FL",Web Developers,"56,810",1424,30.08%
SC,43900,"Spartanburg, SC",Web Developers,"38,210",964,30.27%
WV,26580,"Huntington-Ashland, WV-KY-OH",Web Developers,"35,690",906,30.46%
LA,35380,"New Orleans-Metairie-Kenner, LA",Web Developers,"49,470",1268,30.76%
ME,76750,"Portland-South Portland-Biddeford, ME",Web Developers,"55,290",1428,30.99%
OR,32780,"Medford, OR",Web Developers,"49,880",1289,31.01%
AZ,22380,"Flagstaff, AZ",Web Developers,"53,490",1383,31.03%
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",Web Developers,"62,720",1623,31.05%
WV,16620,"Charleston, WV",Web Developers,"47,840",1239,31.08%
FL,35840,"North Port-Bradenton-Sarasota, FL",Web Developers,"52,150",1355,31.18%
MA,70900,"Barnstable Town, MA",Web Developers,"63,240",1649,31.29%
CA,34900,"Napa, CA",Web Developers,"83,830",2187,31.31%
MD,25180,"Hagerstown-Martinsburg, MD-WV",Web Developers,"55,040",1436,31.31%
TN,16860,"Chattanooga, TN-GA",Web Developers,"51,520",1351,31.47%
OH,15940,"Canton-Massillon, OH",Web Developers,"44,560",1172,31.56%
NJ,15804,"Camden, NJ Metropolitan Division",Web Developers,"60,810",1604,31.65%
TX,46340,"Tyler, TX",Web Developers,"46,140",1226,31.89%
SD,39660,"Rapid City, SD",Web Developers,"42,010",1117,31.91%
NC,48900,"Wilmington, NC",Web Developers,"43,080",1146,31.92%
FL,37860,"Pensacola-Ferry Pass-Brent, FL",Web Developers,"44,710",1200,32.21%
TX,11100,"Amarillo, TX",Web Developers,"57,630",1550,32.27%
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",Web Developers,"69,270",1875,32.48%
ID,14260,"Boise City-Nampa, ID",Web Developers,"42,660",1155,32.49%
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY",Web Developers,"61,720",1672,32.51%
VA,49020,"Winchester, VA-WV",Web Developers,"43,330",1193,33.04%
ME,70750,"Bangor, ME",Web Developers,"57,880",1599,33.15%
TX,21340,"El Paso, TX",Web Developers,"41,170",1151,33.55%
CT,75700,"New Haven, CT",Web Developers,"53,630",1523,34.08%
NV,39900,"Reno-Sparks, NV",Web Developers,"50,970",1449,34.11%
NY,27060,"Ithaca, NY",Web Developers,"59,240",1687,34.17%
CA,42220,"Santa Rosa-Petaluma, CA",Web Developers,"68,380",1960,34.40%
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",Web Developers,"58,970",1722,35.04%
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",Web Developers,"79,900",2356,35.38%
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",Web Developers,"80,230",2370,35.45%
WA,34580,"Mount Vernon-Anacortes, WA",Web Developers,"44,560",1334,35.92%
CA,17020,"Chico, CA",Web Developers,"43,820",1331,36.45%
CA,41740,"San Diego-Carlsbad-San Marcos, CA",Web Developers,"70,070",2134,36.55%
CO,14500,"Boulder, CO",Web Developers,"64,090",1970,36.89%
NY,35004,"Nassau-Suffolk, NY Metropolitan Division",Web Developers,"72,910",2286,37.62%
NY,28740,"Kingston, NY",Web Developers,"47,300",1487,37.73%
KS,29940,"Lawrence, KS",Web Developers,"38,520",1221,38.04%
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",Web Developers,"55,870",1797,38.60%
CA,42020,"San Luis Obispo-Paso Robles, CA",Web Developers,"59,070",1905,38.70%
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",Web Developers,"64,970",2192,40.49%
IN,14020,"Bloomington, IN",Web Developers,"38,070",1285,40.50%
CO,22660,"Fort Collins-Loveland, CO",Web Developers,"41,190",1401,40.82%
NH,75404,"Nashua, NH-MA NECTA Division",Web Developers,"47,190",1696,43.13%
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",Web Developers,"52,900",1918,43.51%
MT,33540,"Missoula, MT",Web Developers,"35,150",1283,43.80%
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",Web Developers,"95,600",3637,45.65%
KY,14540,"Bowling Green, KY",Web Developers,"44,190",1857,50.43%
